Open,High,Low,Close
111.728996,112.150002,110.352997,111.869003
111.728996,112.150002,109.511002,109.792
109.792,112.290001,109.511002,109.82
108.079002,108.079002,103.867996,106.338997
105.046997,105.553001,103.166,104.233002
103.587997,103.867996,99.4328,100.331001
98.253799,100.695999,98.253799,99.853897
99.853897,101.763,98.253799,99.320503
99.376701,102.155998,99.039803,101.651001
101.651001,103.250999,100.639999,101.258003
100.639999,101.819,100.191002,100.415001
100.415001,101.060997,99.4328,100.219002
99.376701,100.107002,96.288696,96.822098
95.474602,96.1483,93.200699,94.772797
93.621803,95.109596,93.200699,93.958702
94.885101,95.811401,93.902496,94.9412
94.183197,95.334198,89.832001,91.179497
91.179497,103.250999,88.428398,89.944298
89.832001,90.1408,87.445801,88.007301
87.052803,92.639297,87.052803,92.021698
93.762199,95.446503,90.954903,92.807701
93.200699,97.130898,92.498901,93.7341
92.948097,96.1483,92.948097,95.8395
97.832703,104.009003,96.569397,102.830002
107.237,113.413002,103.026001,106.844002
107.517998,108.079002,96.008003,97.804604
97.804604,103.306999,96.288696,101.651001
102.183998,117.005997,101.903,116.417
124.080002,125.203003,118.494003,123.209999
120.655998,122.677002,114.536003,116.276001
115.658997,118.747002,113.581001,116.332001
120.711998,124.641998,118.466003,119.616997
116.781998,122.114998,115.939003,117.960999
117.343002,117.343002,114.817001,115.489998
116.781998,118.438004,115.658997,116.192001
116.192001,116.361,110.184998,111.728996
114.254997,117.343002,114.254997,116.753998
116.500999,117.287003,114.424004,115.742996
116.248001,120.094002,115.883003,116.445
116.668999,116.668999,113.694,114.564003
117.343002,118.128998,115.433998,115.686996
114.845001,115.097,107.097,108.360001
109.735001,110.578003,107.573997,109.595001
109.483002,110.521004,107.797997,109.033997
109.763,111.587997,109.370003,111.055
111.503998,113.075996,109.763,110.240997
109.483002,110.043999,108.219002,109.707001
108.079002,109.202003,106.422997,107.601997
107.797997,107.911003,98.281799,106.113998
107.517998,110.746002,106.788002,110.324997
110.324997,111.953003,108.808998,109.202003
109.061996,109.707001,106.535004,106.900002
105.833,106.647003,102.183998,102.492996
102.211998,103.587997,96.008003,98.057297
101.342003,104.990997,101.342003,104.149002
103.166,103.643997,100.639999,102.492996
103.867996,108.304001,103.671997,105.553001
105.581001,109.959999,105.244003,108.416
111.167,113.244003,110.408997,111.419998
111.728996,113.103996,111.728996,112.766998
112.290001,113.188004,110.184998,110.774002
111.728996,112.738998,110.690002,112.206001
112.290001,114.817001,111.728996,112.710999
115.658997,117.033997,114.536003,114.817001
113.834,113.834,112.150002,113.609001
117.764,119.027,116.248001,118.268997
120.066002,122.396004,119.055,119.898003
121.273003,123.772003,121.273003,122.255997
121.273003,122.508003,120.459,120.683998
120.711998,121.806999,120.150002,121.582001
122.958,123.462997,120.851997,121.301003
121.273003,121.834999,119.307999,119.870003
121.862999,128.291,121.862999,126.972
130.255997,133.625,129.134003,132.811005
132.501999,135.309006,130.817993,132.052994
133.343994,133.343994,127.476997,128.263
127.167999,129.695007,125.820999,128.291
134.186996,141.766006,134.186996,140.923996
142.608002,145.134995,132.501999,135.701996
136.432007,139.940994,132.25,137.218002
136.151993,138.537994,134.186996,137.302994
137.554993,138.369003,133.625,135.085007
139.296005,140.306,137.330994,137.891998
136.994003,137.022003,134.522995,136.516998
134.748001,135.871002,133.091995,133.794006
130.537003,131.378998,126.495003,127.139999
127.448997,129.076996,123.574997,125.288002
122.958,128.852997,122.396004,127.336998
125.484001,127.617996,123.098,123.912003
121.806999,123.744003,120.739998,123.237999
124.641998,125.737,123.574997,125.119003
124.978996,129.695007,124.080002,128.460007
133.035995,135.871002,130.677994,134.973007
138.117004,140.306,137.134003,137.863998
135.337997,137.274994,134.888,136.123993
133.625,133.934006,131.098999,131.434998
130.397003,134.550995,130.283997,131.434998
132.501999,133.287994,131.968994,132.25
131.940994,132.220993,131.070999,131.492004
132.501999,132.755005,131.660004,132.278
131.520004,131.800003,128.740005,129.162003
127.758003,128.572006,125.400002,127.617996
130.255997,136.684998,130.255997,135.337997
136.432007,136.684998,131.940994,132.643005
137.134003,137.274994,134.832001,136.039001
138.089005,142.046997,137.246002,141.542007
143.309998,144.798004,139.520004,140.727005
142.046997,142.328003,138.117004,139.940994
141.990997,145.921005,141.990997,143.647003
142.074997,143.393997,141.205002,142.860992
143.197998,144.151993,141.542007,142.046997
141.205002,144.854004,138.453995,141.850006
144.011993,146.819,143.871994,144.770004
144.011993,145.106995,143.225998,143.759003
144.544998,149.317993,144.292999,148.531998
149.345993,150.132004,146.567001,146.988007
145.977005,148.223007,145.134995,146.537994
148.223007,148.699997,144.572998,145.556
144.292999,147.240005,143.759003,146.707001
145.5,146.735001,140.923996,144.460999
143.225998,145.977005,142.186996,143.535004
143.703003,144.123993,138.117004,139.800995
140.363007,140.643005,137.554993,138.061005
137.302994,139.744995,136.264008,139.268005
137.891998,140.25,136.151993,136.628998
136.179993,136.235992,133.653,134.494995
134.748001,135.871002,131.378998,132.192993
130.397003,130.985992,128.067001,128.852997
128.095001,132.220993,126.607002,129.975998
130.789993,132.192993,128.712006,129.723007
131.940994,132.052994,129.162003,129.835007
129.667007,129.667007,122.396004,124.501999
123.518997,126.045998,121.834999,124.613998
125.203003,129.639008,125.203003,127.196999
126.495003,127.392998,123.912003,124.753998
123.546997,129.835007,122.958,128.067001
129.134003,131.520004,122.424004,124.137001
122.958,129.807007,122.958,126.888
127.730003,132.895004,127.730003,130.929993
131.632004,132.501999,127.814003,129.190002
126.607002,128.992996,124.109001,126.860001
127.420998,127.420998,113.553001,114.086998
110.886002,114.536003,104.709999,108.107002
108.079002,110.606003,106.732002,107.348999
106.113998,106.676003,102.773003,105.018997
105.553001,108.276001,103.924004,104.402
103.587997,104.990997,99.938103,103.138
105.188004,108.304001,102.183998,108.304001
112.850998,113.413002,106.197998,106.956001
107.237,108.079002,105.216003,105.973999
107.797997,109.483002,105.018997,105.665001
106.563004,106.619003,103.502998,104.990997
105.973999,110.240997,105.356003,110.184998
111.699997,111.981003,106.732002,107.237
106.956001,108.892998,106.225998,107.320999
107.797997,108.163002,105.160004,105.917999
104.990997,106.422997,104.149002,104.850998
105.553001,107.040001,104.43,104.906998
105.805,106.563004,104.289001,105.102997
104.709999,104.822998,101.200996,101.875
101.342003,103.306999,101.342003,102.014999
103.839996,107.125,103.839996,106.338997
108.612999,108.724998,105.553001,106.057999
106.057999,107.769997,105.693001,106.704002
106.281998,107.237,105.412003,105.721001
105.833,107.237,104.906998,105.833
108.360001,109.735001,107.797997,109.511002
110.043999,111.897003,109.230003,109.707001
109.342003,110.268997,109.117996,109.875999
110.099998,111.671997,109.763,110.999001
111.728996,112.850998,108.107002,108.808998
108.668999,109.455002,107.237,109.061996
109.455002,110.380997,109.342003,110.099998
110.380997,110.380997,108.864998,109.146004
108.808998,108.948997,105.833,106.197998
106.085999,106.085999,103.615997,104.233002
104.990997,105.777,103.054001,103.418999
102.886002,103.278999,100.779999,102.379997
102.745003,103.250999,100.303001,100.779999
99.994202,100.135002,96.260597,96.906303
97.551903,99.095901,96.934303,98.281799
99.376701,103.811996,98.113403,103.054001
102.183998,103.727997,98.169502,98.590599
98.366096,99.938103,97.495796,98.085297
97.748497,98.422203,94.716599,95.8395
95.867599,98.309898,95.867599,97.158897
98.141502,99.629303,96.906303,97.158897
96.850098,97.130898,94.9412,95.8395
95.306099,95.727203,94.3517,94.632401
94.211304,96.878197,93.818298,96.372902
96.850098,97.0466,95.025398,95.727203
96.990501,99.938103,95.755302,96.653603
96.372902,97.074699,94.913101,95.755302
96.008003,96.008003,89.439003,92.583099
92.133904,92.611198,88.709099,91.881302
92.639297,95.783401,91.404099,93.1446
92.498901,95.306099,92.498901,94.885101
95.165802,99.882004,94.604301,97.973
97.6642,98.253799,95.755302,96.092201
95.530701,97.0186,94.604301,96.036003
